#{"t_start": 1788110768.968677, "env_id": "CartPole-v1"}
r,l,t
18.0,18,0.004714
16.0,16,0.005235
11.0,11,0.005578
14.0,14,0.006105
11.0,11,0.006516
15.0,15,0.006974
24.0,24,0.009531
26.0,26,0.014701
58.0,58,0.025788
22.0,22,0.029536
14.0,14,0.032614
20.0,20,0.036366
10.0,10,0.038097
12.0,12,0.040582
17.0,17,0.043676
17.0,17,0.047242
72.0,72,0.059988
11.0,11,0.061533
14.0,14,0.064071
19.0,19,0.067246
24.0,24,0.071369
13.0,13,0.0744
12.0,12,0.077538
32.0,32,0.085446
47.0,47,0.094524
31.0,31,0.099278
11.0,11,0.101234
18.0,18,0.104729
17.0,17,0.107606
25.0,25,0.112079
24.0,24,0.116313
20.0,20,0.119798
14.0,14,0.122341
12.0,12,0.12431
26.0,26,0.128722
21.0,21,0.13228
21.0,21,0.136493
18.0,18,0.139462
20.0,20,0.142777
20.0,20,0.146011
34.0,34,0.152078
25.0,25,0.15639
41.0,41,0.163474
17.0,17,0.16629
12.0,12,0.168226
32.0,32,0.173536
29.0,29,0.178792
32.0,32,0.184126
14.0,14,0.186167
12.0,12,0.188266
15.0,15,0.191076
18.0,18,0.193986
23.0,23,0.198632
26.0,26,0.203481
22.0,22,0.207265
15.0,15,0.210085
68.0,68,0.221685
27.0,27,0.226405
29.0,29,0.231138
18.0,18,0.234091
34.0,34,0.240426
14.0,14,0.242636
30.0,30,0.247945
15.0,15,0.250665
13.0,13,0.252835
33.0,33,0.257975
25.0,25,0.26183
29.0,29,0.266942
15.0,15,0.269105
12.0,12,0.271095
12.0,12,0.273184
17.0,17,0.276304
18.0,18,0.279301
18.0,18,0.2826
13.0,13,0.284757
12.0,12,0.286773
10.0,10,0.288257
23.0,23,0.292541
12.0,12,0.29462
36.0,36,0.30099
20.0,20,0.304698
10.0,10,0.306711
30.0,30,0.311611
19.0,19,0.31483
14.0,14,0.317058
10.0,10,0.319139
18.0,18,0.322048
26.0,26,0.326997
16.0,16,0.329892
40.0,40,0.33655
33.0,33,0.342896
18.0,18,0.352981
15.0,15,0.355543
12.0,12,0.357943
18.0,18,0.361919
